Entity,Relation,Action,Value,Iteration of Promotion,Action Source,Action Date
bacon,agriculturalproductcutintogeometricshape,"nagriculturalproductcutintogeometricshape,agriculturalproduct,geometricshape",squares,622,anonymous-90709515-348688ba-0f5cd718,2012-08-19T15:55:22-04:00
bacon,agriculturalproductcutintogeometricshape,"nagriculturalproductcutintogeometricshape,agriculturalproduct,geometricshape",cubes,622,anonymous-90709515-348688ba-0f5cd718,2012-08-19T15:56:38-04:00
milk,beveragecontainsprotein,"nbeveragecontainsprotein,beverage,protein",igg,622,anonymous-90709515-348688ba-0f5cd718,2012-08-19T16:03:33-04:00
yogurt,agriculturalproductcontainchemical,"yagriculturalproductcontainchemical,agriculturalproduct,chemical",calcium,622,anonymous-90709515-348688ba-0f5cd718,2012-08-19T16:07:42-04:00
sunflower_seeds,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",chicken,623,anonymous-90709515-348688ba-0f5cd718,2012-08-19T16:23:57-04:00
sunflower_seeds,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",chicken,623,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-02T00:30:37-04:00
tomatoes,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",cream,623,anonymous-aad5a450-dfc54e85-f8088bdf,2012-08-23T18:48:48-04:00
cereals,agriculturalproductincludingagriculturalproduct,"nagriculturalproductincludingagriculturalproduct,agriculturalproduct,agriculturalproduct",corn,622,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T00:58:43-04:00
vanilla,agriculturalproductcamefromcountry,"yagriculturalproductcamefromcountry,agriculturalproduct,country",comoros,659,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:06:25-04:00
cream,agriculturalproductcookedwithagriculturalproduct,"yagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",milk,623,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:15:59-04:00
beef,agriculturalproductcomingfromvertebrate,"yagriculturalproductcomingfromvertebrate,meat,mammal",cows,489,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:45:40-04:00
beef,agriculturalproductcontainchemical,"yagriculturalproductcontainchemical,meat,drug",cholesterol,580,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:45:46-04:00
beef,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,meat,agriculturalproduct",sour_cream,623,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:45:50-04:00
tea,agriculturalproductcamefromcountry,"yagriculturalproductcamefromcountry,agriculturalproduct,country",kenya,658,anonymous-7013540c-4c82a21a-0f5cd718,2012-08-26T21:31:08-04:00
green_tea,fooddecreasestheriskofdisease,"yfooddecreasestheriskofdisease,food,disease",skin_cancer,625,anonymous-7013540c-25ecdff2-0f5cd718,2012-08-26T22:59:25-04:00
spinach,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",chicken,623,anonymous-8d8ca5e7-0f92bb15-0f5cd718,2012-08-29T01:54:57-04:00
sunflower_seeds,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",wheat,623,anonymous-827302c6-aece2e36-0f5cd718,2012-08-30T00:00:54-04:00
crops,agriculturalproductincludingagriculturalproduct,"yagriculturalproductincludingagriculturalproduct,agriculturalproduct,agriculturalproduct",sugarcane,625,anonymous-86eddcff-8aa63eb5-0f5cd718,2012-08-30T11:30:18-04:00
milk,beveragecontainsprotein,"nbeveragecontainsprotein,beverage,protein",hydrocortisone,619,anonymous-12c765c5-9d0d1654-0f5cd718,2012-09-01T01:33:03-04:00
chicken,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",onions,623,anonymous-12c765c5-9d0d1654-0f5cd718,2012-09-01T01:39:24-04:00
tomato,vegetableproductioninstateorprovince,"yvegetableproductioninstateorprovince,vegetable,stateorprovince",florida,626,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-01T20:48:04-04:00
beef,agriculturalproductincludingagriculturalproduct,"nagriculturalproductincludingagriculturalproduct,agriculturalproduct,agriculturalproduct",dairy_products,623,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-01T20:51:23-04:00
tomatoes,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",chicken,623,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-02T00:16:00-04:00
chicken,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",milk,623,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-02T00:47:19-04:00
corn,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",garlic,623,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-02T00:48:03-04:00
crops,agriculturalproductincludingagriculturalproduct,"nagriculturalproductincludingagriculturalproduct,agriculturalproduct,agriculturalproduct",grapes,623,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-02T00:58:58-04:00
onions,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",brown_sugar,628,anonymous-a33cbc46-e920b38b-0f5cd718,2012-09-06T00:06:46-04:00
onions,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",whey,628,anonymous-fb7e332b-d285565f-0f5cd718,2012-09-09T12:15:26-04:00
beans,agriculturalproductcookedwithagriculturalproduct,"yagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",onions,625,anonymous-fb7e332b-d285565f-0f5cd718,2012-09-09T12:24:16-04:00
crops,agriculturalproductincludingagriculturalproduct,"yagriculturalproductincludingagriculturalproduct,agriculturalproduct,agriculturalproduct",sugar_cane,536,anonymous-fa81e8b3-866c7c0e-0f5cd718,2012-09-11T23:29:47-04:00
tea,agriculturalproductcontainchemical,"yagriculturalproductcontainchemical,agriculturalproduct,chemical",antioxidant,628,anonymous-25628de8-0f00b332-0f5cd718,2012-09-12T12:23:17-04:00
cucumber,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",onions,629,anonymous-25628de8-0f00b332-0f5cd718,2012-09-12T12:25:34-04:00
mango_juice,beveragemadefrombeverage,"ybeveragemadefrombeverage,beverage,beverage",juice,626,anonymous-25628de8-0f00b332-0f5cd718,2012-09-12T13:01:59-04:00
sugar,agriculturalproductgrowinginstateorprovince,"yagriculturalproductgrowinginstateorprovince,agriculturalproduct,stateorprovince",mauritius,631,anonymous-8a1eec79-da30e6fa-3692a0bb,2012-09-12T13:39:55-04:00
red_wine,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",petite_sirah,629,anonymous-416cc61c-29aba0f4-0f5cd718,2012-09-13T21:19:25-04:00
spinach,vegetableproductioninstateorprovince,"yvegetableproductioninstateorprovince,vegetable,stateorprovince",new_mexico,631,anonymous-8a1eec79-43f95efe-3692a0bb,2012-09-15T12:39:19-04:00
pumpkin,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",onions,629,anonymous-db090d85-715e45bd-0f5cd718,2012-09-16T21:10:30-04:00
red_wine,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",zinfandel,629,anonymous-db090d85-715e45bd-0f5cd718,2012-09-16T21:20:14-04:00
red_wine,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",vermentino,629,anonymous-f324290b-7c35c16f-0f5cd718,2012-09-18T01:10:13-04:00
leek,agriculturalproductcookedwithagriculturalproduct,"yagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",potatoes,631,anonymous-f324290b-7c35c16f-0f5cd718,2012-09-18T01:12:21-04:00
garlic,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",bell_peppers,665,anonymous-f324290b-7c35c16f-0f5cd718,2012-09-18T01:22:08-04:00
onions,agriculturalproductcutintogeometricshape,"yinverseofagriculturalproductcutintogeometricshape,geometricshape,geometricshape",squares,489,anonymous-abd2b95e-c8b94626-af3e4f53,2012-09-18T09:59:15-04:00
beds,furniturefoundinroom,"yroomcancontainfurniture,room,room",smoking_room,391,anonymous-491d0a40-3fc8fb8d-21eb23ed,2012-07-19T13:42:39-04:00
beds,itemfoundinroom,"nitemfoundinroom,item,room",area,310,anonymous-3408e999-bb9d1d38-dceeb30a,2012-08-14T07:59:01-04:00
beds,furniturefoundinroom,"yfurniturefoundinroom,furniture,room",bunk_bed,622,anonymous-90709515-348688ba-0f5cd718,2012-08-19T15:41:30-04:00
beds,furniturefoundinroom,"yfurniturefoundinroom,furniture,room",porch,622,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:11:06-04:00
beds,furniturefoundinroom,"yfurniturefoundinroom,furniture,room",apartment,623,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:25:33-04:00
serevent,drugpossiblytreatsphysiologicalcondition,"yphysiologicalconditionpossiblytreatedbydrug,disease,disease",asthma,557,anonymous-491d0a40-3fc8fb8d-21eb23ed,2012-07-19T13:45:18-04:00
bagels,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",juice,601,anonymous-538f6254-1188b855-665b26bd,2012-08-08T19:27:14-04:00
bagels,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",coffee,601,anonymous-538f6254-1188b855-665b26bd,2012-08-08T19:27:16-04:00
apple_macintosh,productinstanceof,"yproductinstanceof,product,product",computers,586,anonymous-f7921c43-e48545bb-73e16567,2012-08-08T22:05:55-04:00
breakfast,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",coffee,622,anonymous-9866c0fb-f0061e2f-16586439,2012-08-13T08:30:37-04:00
breakfast,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",tea,622,anonymous-9866c0fb-f0061e2f-16586439,2012-08-13T08:30:39-04:00
cilostazol,drughassideeffect,"ndrughassideeffect,drug,physiologicalcondition",side_effects,622,anonymous-0f0e242d-4037a540-01d86c79,2012-08-14T06:13:55-04:00
biscuit,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",tea,622,anonymous-90709515-348688ba-0f5cd718,2012-08-19T15:57:20-04:00
cakes,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",cream,623,anonymous-90709515-348688ba-0f5cd718,2012-08-19T16:05:38-04:00
honey,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",cream,622,anonymous-90709515-348688ba-0f5cd718,2012-08-19T16:23:13-04:00
honey,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",cream,622,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:08:24-04:00
doors,buildingfeaturemadefrombuildingmaterial,"nbuildingfeaturemadefrombuildingmaterial,buildingfeature,buildingmaterial",vinyl,623,anonymous-90709515-348688ba-0f5cd718,2012-08-19T16:26:17-04:00
doors,buildingfeaturemadefrombuildingmaterial,"ybuildingfeaturemadefrombuildingmaterial,buildingfeature,buildingmaterial",vinyl,623,anonymous-7013540c-4c82a21a-0f5cd718,2012-08-26T21:31:13-04:00
doors,buildingfeaturemadefrombuildingmaterial,"nbuildingfeaturemadefrombuildingmaterial,buildingfeature,buildingmaterial",aluminium,623,anonymous-7322baa3-525ce567-644dd338,2012-08-20T20:53:45-04:00
pie,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",chocolate,622,anonymous-879b150b-72cc26fc-0f5cd718,2012-08-22T01:19:41-04:00
pie,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",chocolate,622,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T00:52:54-04:00
cocktail,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",absinthe,623,anonymous-879b150b-72cc26fc-0f5cd718,2012-08-22T01:20:48-04:00
bean,vegetableproductioninstateorprovince,"yvegetableproductioninstateorprovince,vegetable,stateorprovince",north_dakota,622,anonymous-879b150b-72cc26fc-0f5cd718,2012-08-22T01:25:08-04:00
marmalade,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",coffee,622,anonymous-879b150b-72cc26fc-0f5cd718,2012-08-22T01:32:37-04:00
antioxidants,fooddecreasestheriskofdisease,"yfooddecreasestheriskofdisease,food,disease",alzheimer,622,anonymous-879b150b-72cc26fc-0f5cd718,2012-08-22T01:36:50-04:00
double_bed,furniturefoundinroom,"nfurniturefoundinroom,furniture,room",area,622,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T00:59:24-04:00
bun,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",coffee,623,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:07:14-04:00
bun,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",coffee,623,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-01T20:24:03-04:00
bread,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",banana,557,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:08:52-04:00
ambien,drugpossiblytreatsphysiologicalcondition,"ydrugpossiblytreatsphysiologicalcondition,drug,physiologicalcondition",sleeping,625,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:22:10-04:00
fresh_fruit,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",coffee,665,anonymous-7013540c-4c82a21a-0f5cd718,2012-08-26T21:22:29-04:00
sugars,foodcancausedisease,"yfoodcancausedisease,food,disease",diabetes,665,anonymous-7013540c-25ecdff2-0f5cd718,2012-08-26T23:11:45-04:00
toast,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",butter,622,anonymous-7013540c-25ecdff2-0f5cd718,2012-08-26T23:15:53-04:00
sandwich,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",tea,622,anonymous-8d8ca5e7-0f92bb15-0f5cd718,2012-08-29T01:34:51-04:00
wall,buildingfeaturemadefrombuildingmaterial,"ybuildingfeaturemadefrombuildingmaterial,buildingfeature,buildingmaterial",cement,623,anonymous-8d8ca5e7-0f92bb15-0f5cd718,2012-08-29T01:43:13-04:00
cocktail,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",espresso,623,anonymous-8d8ca5e7-0f92bb15-0f5cd718,2012-08-29T01:44:42-04:00
sandwiches,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",tea,623,anonymous-8d8ca5e7-0f92bb15-0f5cd718,2012-08-29T01:50:18-04:00
sandwiches,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",tea,623,anonymous-12c765c5-9d0d1654-0f5cd718,2012-09-01T01:19:05-04:00
cilantro,beveragemadefrombeverage,"ybeveragemadefrombeverage,beverage,beverage",juice,665,anonymous-8d8ca5e7-0f92bb15-0f5cd718,2012-08-29T01:51:30-04:00
fruits,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",coffee,622,anonymous-8d8ca5e7-0f92bb15-0f5cd718,2012-08-29T01:53:35-04:00
veneered_doors,buildingfeaturemadefrombuildingmaterial,"ybuildingfeaturemadefrombuildingmaterial,buildingfeature,buildingmaterial",veneers,625,anonymous-827302c6-aece2e36-0f5cd718,2012-08-30T00:24:26-04:00
home_bar,furniturefoundinroom,"yfurniturefoundinroom,furniture,room",living_room,623,anonymous-827302c6-aece2e36-0f5cd718,2012-08-30T00:32:09-04:00
wines,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",zinfandel,592,anonymous-827302c6-aece2e36-0f5cd718,2012-08-30T00:36:56-04:00
wines,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",zinfandel,592,anonymous-f324290b-7c35c16f-0f5cd718,2012-09-18T01:02:47-04:00
cocktail,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",chocolate,623,anonymous-827302c6-aece2e36-0f5cd718,2012-08-30T00:37:29-04:00
metformin,drugworkedonbyagent,"ydrugworkedonbyagent,drug,humanagent",bristol_myers_squibb,623,anonymous-86eddcff-8aa63eb5-0f5cd718,2012-08-30T11:17:43-04:00
microsoft_windows,productinstanceof,"yproductinstanceof,product,item",applications,625,anonymous-86eddcff-8aa63eb5-0f5cd718,2012-08-30T11:20:43-04:00
walls,buildingfeaturemadefrombuildingmaterial,"nbuildingfeaturemadefrombuildingmaterial,buildingfeature,buildingmaterial",stained_glass,623,anonymous-86eddcff-8aa63eb5-0f5cd718,2012-08-30T11:26:41-04:00
bread,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",yoghurt,623,anonymous-86eddcff-8aa63eb5-0f5cd718,2012-08-30T11:29:14-04:00
linux,productinstanceof,"nproductinstanceof,product,item",applications,665,anonymous-efd798ce-64ade4af-4b0266a8,2012-08-30T12:36:32-04:00
cocktail,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",apricot_brandy,623,anonymous-efd798ce-64ade4af-4b0266a8,2012-08-30T12:38:27-04:00
medications,drugpossiblytreatsphysiologicalcondition,"ydrugpossiblytreatsphysiologicalcondition,drug,physiologicalcondition",pain,625,anonymous-12c765c5-9d0d1654-0f5cd718,2012-09-01T00:57:40-04:00
cabinet,buildingfeaturemadefrombuildingmaterial,"ybuildingfeaturemadefrombuildingmaterial,buildingfeature,buildingmaterial",steel,628,anonymous-12c765c5-9d0d1654-0f5cd718,2012-09-01T01:12:15-04:00
windows,buildingfeaturemadefrombuildingmaterial,"ybuildingfeaturemadefrombuildingmaterial,buildingfeature,buildingmaterial",vinyl,625,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-01T20:15:06-04:00
beds,itemfoundinroom,"yitemfoundinroom,item,room",villa,623,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-01T20:25:43-04:00
cocktail,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",cherry,623,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-01T20:41:03-04:00
cocktail,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",ice_cubes,623,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-01T20:44:20-04:00
bookcase,furniturefoundinroom,"yfurniturefoundinroom,furniture,room",living_room,623,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-02T00:52:34-04:00
wines,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",syrah,536,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-02T01:12:55-04:00
crops,agriculturalproductincludingagriculturalproduct,"nagriculturalproductincludingagriculturalproduct,agriculturalproduct,agriculturalproduct",pulse,626,anonymous-505e1911-c6179080-0f5cd718,2012-09-06T21:03:28-04:00
red_wine_vinegar,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",juice,625,anonymous-505e1911-c6179080-0f5cd718,2012-09-06T21:07:10-04:00
strength,fooddecreasestheriskofdisease,"nfooddecreasestheriskofdisease,food,disease",cancer,629,anonymous-4a21115d-79f63a7d-0a23c737,2012-09-07T09:52:41-04:00
knob,buildingfeaturemadefrombuildingmaterial,"nbuildingfeaturemadefrombuildingmaterial,buildingfeature,buildingmaterial",cabinet,625,anonymous-fb7e332b-d285565f-0f5cd718,2012-09-09T12:14:07-04:00
beds,furniturefoundinroom,"nfurniturefoundinroom,furniture,room",baths,625,anonymous-fb7e332b-d285565f-0f5cd718,2012-09-09T12:24:54-04:00
microzide,drughassideeffect,"ndrughassideeffect,drug,physiologicalcondition",side_effects,628,anonymous-fa81e8b3-866c7c0e-0f5cd718,2012-09-11T23:45:14-04:00
floor,buildingfeaturemadefrombuildingmaterial,"nbuildingfeaturemadefrombuildingmaterial,buildingfeature,buildingmaterial",vinyl,628,anonymous-25628de8-0f00b332-0f5cd718,2012-09-12T12:31:54-04:00
paxil,drugworkedonbyagent,"ydrugworkedonbyagent,drug,humanagent",glaxosmithkline,628,anonymous-8a1eec79-da30e6fa-3692a0bb,2012-09-12T13:40:53-04:00
bread,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",red_wine,628,anonymous-416cc61c-29aba0f4-0f5cd718,2012-09-13T21:20:04-04:00
doors,buildingfeaturemadefrombuildingmaterial,"nbuildingfeaturemadefrombuildingmaterial,buildingfeature,buildingmaterial",cabinet,622,anonymous-416cc61c-29aba0f4-0f5cd718,2012-09-13T21:22:10-04:00
goodies,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",coffee,665,anonymous-416cc61c-29aba0f4-0f5cd718,2012-09-13T21:33:03-04:00
goodies,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",coffee,665,anonymous-f324290b-7c35c16f-0f5cd718,2012-09-18T01:05:46-04:00
crops,agriculturalproductincludingagriculturalproduct,"nagriculturalproductincludingagriculturalproduct,agriculturalproduct,agriculturalproduct",christmas_trees,628,anonymous-8a1eec79-da30e6fa-3692a0bb,2012-09-14T09:40:54-04:00
door,buildingfeaturemadefrombuildingmaterial,"ybuildingfeaturemadefrombuildingmaterial,buildingfeature,buildingmaterial",screen,629,anonymous-8a1eec79-da30e6fa-3692a0bb,2012-09-14T09:56:58-04:00
beds,furniturefoundinroom,"yfurniturefoundinroom,furniture,room",studio_rooms,634,anonymous-575b516a-30123184-e31bf044,2012-09-16T12:08:32-04:00
beds,furniturefoundinroom,"yfurniturefoundinroom,furniture,room",dorm_room,634,anonymous-db090d85-715e45bd-0f5cd718,2012-09-16T21:17:08-04:00
orange,beveragemadefrombeverage,"nbeveragemadefrombeverage,beverage,beverage",juice,541,anonymous-f324290b-7c35c16f-0f5cd718,2012-09-18T01:05:24-04:00
cookies,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",white_chocolate,637,anonymous-e314181d-46f4fdf9-3e0a6dd9,2012-09-24T09:20:39-04:00
milk,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",pepper,658,anonymous-29eead42-883cc6f4-461748c8,2012-09-30T16:08:14-04:00
milk,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",pepper,658,anonymous-f494113e-b79ee06d-aa604fea,2012-10-17T08:06:41-04:00
preserves,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",cream,568,anonymous-963629f3-9629c062-5cdc74ea,2012-10-04T07:51:07-04:00
breast_milk,beveragecontainsprotein,"yinverseofbeveragecontainsprotein,protein,protein",enzyme,498,anonymous-73c6ab72-dc132ab6-7d86234c,2012-10-02T11:10:54-04:00
tea,agriculturalproductcontainchemical,"yinverseofagriculturalproductcontainchemical,chemical,chemical",acids,514,anonymous-2f507f6b-83066820-a74f52ef,2012-10-02T12:02:14-04:00
tobacco,agriculturalproductgrowinginstateorprovince,"yinverseofagriculturalproductgrowinginstateorprovince,stateorprovince,stateorprovince",andhra_pradesh,598,anonymous-ccda0095-d2fb3816-5cdc74ea,2012-10-08T05:38:04-04:00
milk,beveragecontainsprotein,"ybeveragecontainsprotein,beverage,protein",fatty_acid,638,anonymous-4d8b924e-b2ed36a4-5cdc74ea,2012-10-08T13:45:55-04:00
dairy_products,agriculturalproductcomingfromvertebrate,"yagriculturalproductcomingfromvertebrate,agriculturalproduct,vertebrate",cattle,646,anonymous-c8269404-0b683369-75f01798,2012-10-15T19:33:51-04:00
raspberries,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",cream,646,anonymous-c8269404-0b683369-75f01798,2012-10-15T19:37:30-04:00
cookies,bakedgoodservedwithbeverage,"yinverseofbakedgoodservedwithbeverage,beverage,beverage",beverages,514,anonymous-ccde2b02-8d182ae4-3e0a6dd9,2012-10-19T07:47:16-04:00
sesame_seeds,agriculturalproductcookedwithagriculturalproduct,"nagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",pepper,658,anonymous-b093d7ed-e724f713-11d28171,2012-10-29T19:40:06-04:00
tea,agriculturalproductcontainchemical,"yagriculturalproductcontainchemical,agriculturalproduct,chemical",chemicals,535,anonymous-008a2287-1ced1468-458a3aa6,2012-10-29T21:10:37-04:00
onion,vegetableproductioninstateorprovince,"yvegetableproductioninstateorprovince,vegetable,stateorprovince",texas,665,anonymous-c3daa9db-463a895c-2304cbba,2012-10-30T09:26:21-04:00
world_war_ii,eventdate,"neventdate,event,dateliteral",december_1941,665,anonymous-8bb3cc93-4c3b04d6-46f18bd2,2012-10-31T07:40:15-04:00
aorta,arterycalledartery,"narterycalledartery,artery,artery",arteries,655,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-01T20:25:07-04:00
posterior_cerebral,arterycalledartery,"narterycalledartery,artery,artery",arteries,623,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-01T20:34:17-04:00
vertebral,arterycalledartery,"narterycalledartery,artery,artery",arteries,623,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-02T00:34:03-04:00
carotid,arterycalledartery,"narterycalledartery,artery,artery",arteries,661,anonymous-3ed3d9da-84e61946-0f5cd718,2012-09-02T01:02:41-04:00
arteries,arterycalledartery,"narterycalledartery,artery,artery",carotid,536,anonymous-19a1ee61-98c75418-f1165c39,2012-09-11T11:44:43-04:00
gifts,clothingmadefromplant,"ninverseofclothingmadefromplant,plant,plant",flower,601,anonymous-cb340fc8-a09a84c5-fd71b466,2012-07-23T20:31:39-04:00
skirts,clothingmadefromplant,"yclothingmadefromplant,clothing,plant",palmtrees,622,anonymous-5ac0da91-b24e5d0d-91db15db,2012-08-13T02:49:30-04:00
shirts,clothingtogowithclothing,"yclothingtogowithclothing,clothing,clothing",jackets,619,anonymous-879b150b-72cc26fc-0f5cd718,2012-08-22T01:11:10-04:00
socks,clothingmadefromplant,"nclothingmadefromplant,clothing,plant",bamboo,622,anonymous-879b150b-72cc26fc-0f5cd718,2012-08-22T01:25:48-04:00
hoodie,clothingtogowithclothing,"yclothingtogowithclothing,clothing,clothing",shirt,622,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T00:51:57-04:00
pants,clothingtogowithclothing,"nclothingtogowithclothing,clothing,clothing",collar,622,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:02:15-04:00
sleeve,clothingtogowithclothing,"yclothingtogowithclothing,clothing,clothing",shirt,623,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:12:05-04:00
leather_jacket,clothingtogowithclothing,"yclothingtogowithclothing,clothing,clothing",jeans,623,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:13:23-04:00
