<<<<<<< HEAD
Entity,Relation,Action,Value,Iteration of Promotion,Action Source,Action Date
catfish,generalizations,yfish,fish,120,anonymous-916a62ae-f655bcf4-f37bfda9,2012-12-20T14:22:03-05:00
die_hard,generalizations,ymovie,movie,120,anonymous-2a0fddbf-c30a5709-77f52f1b,2012-12-20T14:44:01-05:00
russian_orthodox_faith,generalizations,yreligion,religion,667,anonymous-68608769-1a0094f2-77f52f1b,2012-12-20T19:12:59-05:00
russian_orthodox_faith,generalizations,yreligion,religion,667,anonymous-ed3f7fad-44fc04d0-f679dfae,2012-12-20T21:31:47-05:00
russian_orthodox_faith,generalizations,yreligion,religion,667,anonymous-8a73fe79-8070eb54-d8bade84,2012-12-21T08:39:42-05:00
quality_scientific_papers,generalizations,ncharactertrait,charactertrait,667,anonymous-ed3f7fad-44fc04d0-f679dfae,2012-12-20T21:37:41-05:00
quality_scientific_papers,generalizations,ycharactertrait,charactertrait,667,anonymous-976e31eb-4f8de5bf-77f52f1b,2012-12-21T10:03:31-05:00
depeche_mode,generalizations,ymusicartist,musicartist,670,anonymous-68608769-1a0094f2-77f52f1b,2012-12-21T00:13:23-05:00
depeche_mode,generalizations,ymusicartist,musicartist,670,anonymous-c3fccf7a-3dbbb7fa-d8bade84,2012-12-21T08:36:51-05:00
depeche_mode,generalizations,ymusicartist,musicartist,670,anonymous-e25c3832-b1fdd7ca-5732a784,2012-12-21T09:03:20-05:00
zorro,generalizations,ybook,book,668,anonymous-e25c3832-b1fdd7ca-5732a784,2012-12-21T08:51:55-05:00
good_will_hunting,generalizations,ymovie,movie,161,anonymous-e25c3832-b1fdd7ca-5732a784,2012-12-21T08:56:40-05:00
big_cats,generalizations,nmammal,mammal,534,anonymous-9d9a02ff-b1fdd7ca-5732a784,2012-12-21T10:11:22-05:00
bellowhead,generalizations,ymusicartist,musicartist,670,anonymous-3786c7f9-180988c7-874d9197,2012-12-21T11:16:02-05:00
bellowhead,generalizations,ymusicartist,musicartist,670,anonymous-d38a4cfb-33e9af76-b4966da6,2012-12-22T07:11:02-05:00
pearce_island,generalizations,yisland,island,667,anonymous-9db09f20-4afc3cf2-77f52f1b,2012-12-21T13:32:32-05:00
westchester_airport,generalizations,yairport,airport,667,anonymous-d2665429-fe1f5d46-77f52f1b,2012-12-21T16:31:14-05:00
video_converter_tool,generalizations,nconsumerelectronicitem,consumerelectronicitem,670,anonymous-006b55a8-a431dfde-77f52f1b,2012-12-22T01:02:15-05:00
video_converter_tool,generalizations,nconsumerelectronicitem,consumerelectronicitem,670,anonymous-08baf76b-6dbb9efd-d8bade84,2012-12-22T11:10:30-05:00
carnivorous_dinosaurs,generalizations,yreptile,reptile,667,anonymous-11cfd0e6-741a1486-64cf42a3,2012-12-22T10:25:43-05:00
famous_prado_museum,generalizations,nmuseum,museum,667,anonymous-91d6d9d1-01dd6aa5-ae2de214,2012-12-22T21:17:55-05:00
fern_leaves,generalizations,nvegetable,vegetable,667,anonymous-e1acd5cf-42fa0826-99b71e7d,2012-12-23T08:52:02-05:00
guitar_packages,generalizations,nmusicinstrument,musicinstrument,667,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:11:25-05:00
ohio_state_university,generalizations,nsportsteam,sportsteam,689,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:11:30-05:00
the_park,generalizations,nzoo,zoo,667,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:13:03-05:00
appalachain_mountains,generalizations,ymountainrange,mountainrange,686,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:14:45-05:00
royal_military_college_of_canada,generalizations,yschool,school,667,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:15:37-05:00
one_hemisphere,generalizations,nbraintissue,braintissue,667,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:15:50-05:00
heavy_4_quart_saucepan,generalizations,ykitchenitem,kitchenitem,667,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:15:56-05:00
dark_smoke,generalizations,nweatherphenomenon,weatherphenomenon,667,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:16:43-05:00
weak_tropical_storm,generalizations,yweatherphenomenon,weatherphenomenon,667,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:18:27-05:00
everyday_cake,generalizations,ybakedgood,bakedgood,667,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:18:32-05:00
croaking_frogs,generalizations,namphibian,amphibian,213,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:21:19-05:00
d_c_film_festival,generalizations,yfilmfestival,filmfestival,667,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:22:04-05:00
statistical_analyses_all_statistical_analyses,generalizations,nmlarea,mlarea,667,anonymous-91d6d9d1-2eb33a27-ae2de214,2012-12-23T20:53:49-05:00
portaband_saws,generalizations,ytool,tool,668,anonymous-91d6d9d1-2eb33a27-ae2de214,2012-12-23T20:56:01-05:00
probation_parole_officer,generalizations,yjobposition,jobposition,670,anonymous-91d6d9d1-2eb33a27-ae2de214,2012-12-23T20:57:16-05:00
male_dogs,generalizations,ymammal,mammal,667,anonymous-91d6d9d1-2eb33a27-ae2de214,2012-12-23T20:58:35-05:00
italy,generalizations,ygeopoliticallocation,geopoliticallocation,685,anonymous-876ec4e5-582287d0-000c0e62,2012-12-23T21:59:44-05:00
unicyling,generalizations,yhobby,hobby,667,anonymous-876ec4e5-582287d0-000c0e62,2012-12-23T21:59:58-05:00
yundum_airport,generalizations,yairport,airport,667,anonymous-1e46a96e-0a05dbe0-77f52f1b,2012-12-24T00:15:08-05:00
cagninadiromagna,generalizations,nwine,wine,667,anonymous-91d6d9d1-55e6d15a-ae2de214,2012-12-24T03:11:48-05:00
tortilla_chips,generalizations,yfood,food,668,anonymous-876ec4e5-582287d0-000c0e62,2012-12-24T16:12:55-05:00
powerful_muscles,generalizations,nmuscle,muscle,166,anonymous-876ec4e5-582287d0-000c0e62,2012-12-24T16:14:15-05:00
n1905_st__louis_cardinals_season,generalizations,nsportsgame,sportsgame,538,anonymous-876ec4e5-582287d0-000c0e62,2012-12-24T16:14:54-05:00
children_of_dune,generalizations,ybook,book,533,anonymous-876ec4e5-582287d0-000c0e62,2012-12-24T17:28:23-05:00
large_master_stateroom,generalizations,yroom,room,668,anonymous-cc15bd12-741a1486-64cf42a3,2012-12-24T19:25:22-05:00
machine_group,generalizations,ntool,tool,668,anonymous-236d4ce0-1c0f1275-0f5cd718,2012-12-24T23:27:59-05:00
east_brunswick_news___tribune,generalizations,ynewspaper,newspaper,679,anonymous-236d4ce0-1c0f1275-0f5cd718,2012-12-24T23:28:43-05:00
weather_wind,generalizations,nweatherphenomenon,weatherphenomenon,668,anonymous-236d4ce0-1c0f1275-0f5cd718,2012-12-24T23:29:21-05:00
rutabagas,generalizations,yfood,food,668,anonymous-236d4ce0-1c0f1275-0f5cd718,2012-12-24T23:30:21-05:00
mazda_mpv_van,generalizations,yautomobilemodel,automobilemodel,688,anonymous-294c2b03-6b586513-251cc7a1,2012-12-25T19:34:41-05:00
mazda_mpv_van,generalizations,yautomobilemodel,automobilemodel,688,anonymous-e44a0858-96f78390-ce986c27,2012-12-25T19:43:04-05:00
mazda_mpv_van,generalizations,yautomobilemodel,automobilemodel,688,anonymous-fb11559a-49af84da-cebf75ba,2012-12-25T20:03:32-05:00
gas_bomb,generalizations,yweapon,weapon,668,anonymous-294c2b03-6b586513-251cc7a1,2012-12-25T19:38:00-05:00
fiat_punto,generalizations,yautomobilemodel,automobilemodel,274,anonymous-fb11559a-49af84da-cebf75ba,2012-12-25T20:08:18-05:00
beetles_on_my_roses,generalizations,nanimal,animal,24,anonymous-2a519258-da4e72bb-327f3bf6,2012-12-25T21:07:58-05:00
movie_pulp_fiction,generalizations,ymovie,movie,128,anonymous-c4108c58-a239547a-77f52f1b,2012-12-26T04:53:36-05:00
vilnius,generalizations,ycity,city,670,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-26T12:06:42-05:00
black,generalizations,ycolor,color,601,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-26T12:09:43-05:00
red,generalizations,ycolor,color,120,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-26T12:10:09-05:00
dione,generalizations,yfemale,female,625,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-26T12:15:27-05:00
antarctica,generalizations,ycontinent,continent,0,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-26T12:24:07-05:00
yellow,generalizations,ycolor,color,599,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-26T12:27:54-05:00
alan_shepard,generalizations,yastronaut,astronaut,286,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-26T12:31:17-05:00
c_programming_language,generalizations,yprogramminglanguage,programminglanguage,553,anonymous-ae51e418-dfe64b6c-69ec88e7,2012-12-26T15:42:16-05:00
awk_script,generalizations,yprogramminglanguage,programminglanguage,551,anonymous-ae51e418-dfe64b6c-69ec88e7,2012-12-26T15:45:05-05:00
shell_commands,generalizations,nprogramminglanguage,programminglanguage,317,anonymous-ae51e418-dfe64b6c-69ec88e7,2012-12-26T15:45:33-05:00
brainfuck,generalizations,yprogramminglanguage,programminglanguage,190,anonymous-ae51e418-dfe64b6c-69ec88e7,2012-12-26T15:46:22-05:00
pseudo_code,generalizations,nprogramminglanguage,programminglanguage,499,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-26T16:43:06-05:00
mercury,generalizations,yplanet,planet,601,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-26T16:46:06-05:00
venus,generalizations,yplanet,planet,120,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-26T16:46:16-05:00
venus,generalizations,yplanet,planet,120,anonymous-6f097006-c54fd33c-fd71b466,2012-12-31T07:41:42-05:00
larger_carnivorous_fish,generalizations,nfish,fish,670,anonymous-fb11559a-fda943e9-cebf75ba,2012-12-26T19:41:26-05:00
larger_carnivorous_fish,generalizations,yfish,fish,670,anonymous-1109a9c7-2ecab2ce-bcae1fba,2012-12-27T11:34:08-05:00
wild_oats_markets,generalizations,yretailstore,retailstore,670,anonymous-fb11559a-fda943e9-cebf75ba,2012-12-26T19:43:32-05:00
narwhal,generalizations,ymammal,mammal,670,anonymous-93747cb2-a8d0a023-77f52f1b,2012-12-27T06:57:47-05:00
narwhal,generalizations,ymammal,mammal,670,anonymous-e44a0858-72c655c5-ce986c27,2012-12-27T10:01:41-05:00
metro,generalizations,ytransportation,transportation,683,anonymous-ed836526-2c410a1a-77f52f1b,2012-12-27T14:10:50-05:00
lithuania,generalizations,ycountry,country,557,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-27T14:15:26-05:00
girls_mary_jane_shoes,generalizations,yclothing,clothing,670,anonymous-54466ec1-582287d0-000c0e62,2012-12-27T23:17:46-05:00
world_cup,generalizations,yawardtrophytournament,awardtrophytournament,670,anonymous-15ccc513-e0aaa5cf-77f52f1b,2012-12-28T06:54:43-05:00
macademia_nut,generalizations,ynut,nut,671,anonymous-15ccc513-e0aaa5cf-77f52f1b,2012-12-28T06:54:54-05:00
dino_rossi,generalizations,ypoliticianus,politicianus,670,anonymous-a2aec728-de4760e6-712c8782,2012-12-28T15:49:06-05:00
kansas,generalizations,ystateorprovince,stateorprovince,670,anonymous-a2aec728-de4760e6-712c8782,2012-12-28T15:49:42-05:00
shangcai_county,generalizations,ycounty,county,670,anonymous-37f5079d-26c43501-91588326,2012-12-28T18:04:04-05:00
elephant_riding,generalizations,yhobby,hobby,32,anonymous-57289133-2fc417e6-4601b889,2012-12-28T21:03:34-05:00
c__,generalizations,yprogramminglanguage,programminglanguage,436,anonymous-fcb6466b-c240edb2-94744b33,2012-12-29T11:00:01-05:00
gran_turismo_series,generalizations,ysportsgame,sportsgame,670,anonymous-d3a2d417-0b749362-f7b0bd8a,2012-12-29T12:20:05-05:00
javascript,generalizations,yprogramminglanguage,programminglanguage,130,anonymous-d3a2d417-0b749362-f7b0bd8a,2012-12-29T12:22:01-05:00
raymond_carver,generalizations,ywriter,writer,670,anonymous-c8ada3e0-6b586513-251cc7a1,2012-12-29T15:02:34-05:00
tattoo_removal,generalizations,ymedicalprocedure,medicalprocedure,688,anonymous-c8ada3e0-6b586513-251cc7a1,2012-12-29T15:04:11-05:00
_54,generalizations,nyear,year,689,anonymous-2c3b3e49-51262ea2-6c88799e,2012-12-29T19:45:19-05:00
_54,generalizations,nyear,year,689,anonymous-f3e7c3b6-a2232c83-94744b33,2012-12-29T19:58:13-05:00
lentils,generalizations,yagriculturalproduct,agriculturalproduct,670,anonymous-da5e6da5-d99b4b3e-d8bade84,2012-12-29T22:19:41-05:00
lentils,generalizations,yagriculturalproduct,agriculturalproduct,670,anonymous-912284f3-e859e078-77f52f1b,2012-12-30T11:56:54-05:00
lentils,generalizations,yfood,food,670,anonymous-da5e6da5-d99b4b3e-d8bade84,2012-12-29T22:19:43-05:00
lentils,generalizations,yfood,food,670,anonymous-912284f3-e859e078-77f52f1b,2012-12-30T11:56:57-05:00
bed_stand,generalizations,ybedroomitem,bedroomitem,601,anonymous-879158b8-c2d0bf9e-77f52f1b,2012-12-30T09:58:19-05:00
the_fwintstones,generalizations,ntelevisionshow,televisionshow,604,anonymous-879158b8-c2d0bf9e-77f52f1b,2012-12-30T09:58:45-05:00
railguns,generalizations,yweapon,weapon,676,anonymous-36f52f6e-c35bc20f-5732a784,2012-12-31T16:37:22-05:00
kate_stark,generalizations,yfemale,female,671,anonymous-837adab5-9a0a706f-5732a784,2012-12-31T22:33:05-05:00
mushroom,generalizations,yfungus,fungus,670,anonymous-bb604cb0-aa19802d-adc724b4,2013-01-01T04:41:13-05:00
mushroom,generalizations,yfungus,fungus,670,anonymous-cf867b3a-99ea7df9-51e9301f,2013-01-06T04:52:39-05:00
mushroom,generalizations,yfood,food,670,anonymous-bb604cb0-aa19802d-adc724b4,2013-01-01T04:41:18-05:00
mushroom,generalizations,yfood,food,670,anonymous-cf867b3a-99ea7df9-51e9301f,2013-01-06T04:52:41-05:00
endoscopic_sclerotherapy,generalizations,ymedicalprocedure,medicalprocedure,671,anonymous-cd226979-714bafed-87ba1971,2013-01-01T04:45:14-05:00
n10_000_animals,generalizations,nmammal,mammal,671,anonymous-abd4bdfb-aa9f44f8-d8bade84,2013-01-02T10:32:14-05:00
taiwan,generalizations,ycountry,country,596,anonymous-6d4837ed-4aaf28a2-77f52f1b,2013-01-02T11:01:33-05:00
amsterdam_airport_schiphol,generalizations,yairport,airport,685,anonymous-0cf46b41-0fdfff27-e4b97e70,2013-01-02T12:53:02-05:00
attorney_care,generalizations,ypoliticaloffice,politicaloffice,671,anonymous-162835dd-3e153010-54301e52,2013-01-02T14:02:03-05:00
cathleen_synge_morawetz,generalizations,yscientist,scientist,307,anonymous-29545cef-c8b2deb8-77f52f1b,2013-01-02T14:51:22-05:00
austin_museum_of_art,generalizations,ymuseum,museum,140,anonymous-29545cef-c8b2deb8-77f52f1b,2013-01-02T14:52:36-05:00
michael_jackson,generalizations,ycelebrity,celebrity,667,anonymous-f137ca61-91233112-77f52f1b,2013-01-02T19:50:05-05:00
michael_jackson,generalizations,ymusician,musician,667,anonymous-f137ca61-91233112-77f52f1b,2013-01-02T19:50:07-05:00
michael_jackson,generalizations,ymale,male,667,anonymous-f137ca61-91233112-77f52f1b,2013-01-02T19:50:08-05:00
_06,generalizations,nyear,year,676,anonymous-197494b5-e05e31f9-5732a784,2013-01-04T10:55:50-05:00
bicycle_riding,generalizations,yhobby,hobby,6,anonymous-770b8136-4f157db6-5992b778,2013-01-03T12:39:40-05:00
bicycle_riding,generalizations,ysport,sport,671,anonymous-770b8136-4f157db6-5992b778,2013-01-03T12:39:41-05:00
socialsecurity_act,generalizations,ypoliticsbill,politicsbill,673,anonymous-4df7aaa3-b3fce57e-77f52f1b,2013-01-03T16:23:49-05:00
coronation_street,generalizations,ytelevisionshow,televisionshow,120,anonymous-d7325ab7-89550a9c-77f52f1b,2013-01-03T18:06:14-05:00
the_office,generalizations,ytelevisionshow,televisionshow,172,anonymous-d7325ab7-89550a9c-77f52f1b,2013-01-03T18:06:58-05:00
the_sorcerer_s_apprentice,generalizations,ntelevisionshow,televisionshow,253,anonymous-d7325ab7-89550a9c-77f52f1b,2013-01-03T18:08:39-05:00
table_lamps,generalizations,yhouseholditem,householditem,683,anonymous-f4c17a9e-74505000-6032be53,2013-01-03T18:29:24-05:00
table_lamps,generalizations,yhouseholditem,householditem,683,anonymous-ed85bf00-7ffad985-fad0c1fb,2013-01-04T09:37:55-05:00
harcore_punk,generalizations,ymusicgenre,musicgenre,677,anonymous-f4c17a9e-74505000-6032be53,2013-01-03T18:40:04-05:00
wsqe,generalizations,yradiostation,radiostation,673,anonymous-f4c17a9e-74505000-6032be53,2013-01-03T19:05:34-05:00
base_drum,generalizations,ymusicinstrument,musicinstrument,674,anonymous-baf7ddce-93bc7086-e31bf044,2013-01-03T21:54:45-05:00
film_noir_festival,generalizations,yfilmfestival,filmfestival,680,anonymous-66119c00-b60c77e2-e1229e91,2013-01-03T23:25:34-05:00
deputy_chief_operating_officer,generalizations,yjobposition,jobposition,673,anonymous-66119c00-b60c77e2-e1229e91,2013-01-03T23:33:02-05:00
january_1935,generalizations,ydate,date,673,anonymous-fd802511-fbc3a703-b1dc5081,2013-01-04T00:04:36-05:00
january_1935,generalizations,ydate,date,673,anonymous-70b8707c-a2232c83-94744b33,2013-01-04T01:04:55-05:00
january_1935,generalizations,ydate,date,673,anonymous-ed85bf00-7ffad985-fad0c1fb,2013-01-04T09:36:53-05:00
mp4_speakers,generalizations,yconsumerelectronicitem,consumerelectronicitem,527,anonymous-70b8707c-a2232c83-94744b33,2013-01-04T01:06:14-05:00
unsoreness,generalizations,yphysicalcharacteristic,physicalcharacteristic,538,anonymous-70b8707c-a2232c83-94744b33,2013-01-04T01:07:08-05:00
channel_tunnel,generalizations,ytransportation,transportation,676,anonymous-70b8707c-a2232c83-94744b33,2013-01-04T01:07:13-05:00
new_jersey_ocean_county,generalizations,ycounty,county,673,anonymous-70b8707c-a2232c83-94744b33,2013-01-04T01:07:51-05:00
florida_keys_stone_crabs,generalizations,yanimal,animal,119,anonymous-b4b12ac0-c38bd302-a2e8f73a,2013-01-04T16:30:21-05:00
browser,generalizations,yeverypromotedthing,everypromotedthing,485,anonymous-e2bfff99-64e7fc18-77f52f1b,2013-01-04T23:34:02-05:00
reindeer,generalizations,ymammal,mammal,673,anonymous-1622b782-50d34734-b7dab0bf,2013-01-05T08:38:10-05:00
bedroom_pop,generalizations,ymusicgenre,musicgenre,685,anonymous-a9615ebd-66eb3186-cebf75ba,2013-01-05T22:47:12-05:00
american_bittern,generalizations,ybird,bird,557,anonymous-cf867b3a-99ea7df9-51e9301f,2013-01-06T04:52:17-05:00
progressive_acoustic_pop,generalizations,ymusicgenre,musicgenre,677,anonymous-87d6a0fa-9e7709f1-5732a784,2013-01-06T13:49:01-05:00
june_2013,generalizations,ydate,date,673,anonymous-87d6a0fa-9e7709f1-5732a784,2013-01-06T13:54:11-05:00
chocolate_coated_strawberries,generalizations,yfood,food,673,anonymous-87d6a0fa-9e7709f1-5732a784,2013-01-06T13:54:23-05:00
vancouver,generalizations,ycity,city,676,anonymous-87d6a0fa-9e7709f1-5732a784,2013-01-06T13:58:22-05:00
nausea,generalizations,ydisease,disease,203,anonymous-5780eff1-96d3edb2-a2e8f73a,2013-01-06T14:24:54-05:00
sheraton,generalizations,yhotel,hotel,683,anonymous-fc32e0c6-f7e56644-50f54b8e,2013-01-06T18:00:53-05:00
sheraton,generalizations,yhotel,hotel,683,anonymous-b553573c-6b586513-251cc7a1,2013-01-06T18:17:41-05:00
basuri,generalizations,ymusicinstrument,musicinstrument,688,anonymous-ea773c07-26c43501-91588326,2013-01-06T19:45:18-05:00
chicken,generalizations,yanimal,animal,670,anonymous-90652e40-69926f33-51e9301f,2013-01-07T06:49:54-05:00
purple_frog,generalizations,yamphibian,amphibian,670,anonymous-2fb6bcf6-ac14e723-971284cf,2013-01-07T12:19:52-05:00
crickets,generalizations,yarthropod,arthropod,670,anonymous-2fb6bcf6-ac14e723-971284cf,2013-01-07T12:20:02-05:00
seghesio_vineyards_and_winery,generalizations,ywinery,winery,679,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:09:46-05:00
valladolid_intl_film_festival,generalizations,yfilmfestival,filmfestival,686,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:10:34-05:00
guitar_a,generalizations,ymusicinstrument,musicinstrument,674,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:12:30-05:00
south_fork_klaskanine_river,generalizations,yriver,river,674,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:12:40-05:00
bank_and_general_workers_union,generalizations,ytradeunion,tradeunion,686,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:13:39-05:00
n1956_57_european_cup,generalizations,yawardtrophytournament,awardtrophytournament,613,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:13:45-05:00
michael_zaslow_laron_type_dwarfism_phenotypic_syndrome,generalizations,yphysiologicalcondition,physiologicalcondition,340,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:15:05-05:00
decaffeinated_drip_coffee,generalizations,ybeverage,beverage,215,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:15:17-05:00
small_master_bedroom,generalizations,yroom,room,674,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:18:28-05:00
term_pregnancy,generalizations,ynondiseasecondition,nondiseasecondition,682,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:18:59-05:00
bmw___m_coupe_roadster,generalizations,yautomobilemodel,automobilemodel,674,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:19:21-05:00
beautiful_natural_light,generalizations,nperceptionevent,perceptionevent,683,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:20:43-05:00
antelopes,generalizations,ymammal,mammal,674,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:21:16-05:00
antelopes,generalizations,ymammal,mammal,674,anonymous-ce91c83c-4c8ab1b7-75af4a8a,2013-01-23T04:31:41-05:00
coffeemakers,generalizations,yhouseholditem,householditem,674,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:21:19-05:00
poker_startegy,generalizations,ytraditionalgame,traditionalgame,674,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:21:26-05:00
electric_mixer_bowl,generalizations,yhouseholditem,householditem,677,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:23:02-05:00
george_w__bush,generalizations,ypoliticianus,politicianus,670,anonymous-a500923f-02b6b716-b7c6eb12,2013-01-08T08:55:14-05:00
george_w__bush,generalizations,ymale,male,670,anonymous-a500923f-02b6b716-b7c6eb12,2013-01-08T08:55:17-05:00
african_side_necked_turtle,generalizations,yamphibian,amphibian,670,anonymous-1e2d14f0-6b1c8683-adc724b4,2013-01-08T08:59:13-05:00
moila_snake,generalizations,yreptile,reptile,443,anonymous-eddc66b7-1b7e9745-fd71b466,2013-01-08T17:57:24-05:00
pershing_park,generalizations,yskiarea,park,676,anonymous-e7001028-2c6ff6a6-b7c6eb12,2013-01-09T05:14:49-05:00
aqua_food,generalizations,naquarium,aquarium,219,anonymous-21f89443-53095f7a-e7b39764,2013-01-09T10:52:38-05:00
suv,generalizations,yvehicle,vehicle,674,anonymous-21f89443-53095f7a-e7b39764,2013-01-09T10:55:26-05:00
colorado_springs_world_arena,generalizations,ystadiumoreventvenue,stadiumoreventvenue,674,anonymous-21f89443-53095f7a-e7b39764,2013-01-09T10:55:49-05:00
virginia_mountain_music_festival,generalizations,ymusicfestival,musicfestival,676,anonymous-21f89443-53095f7a-e7b39764,2013-01-09T10:55:53-05:00
fat_free_cake,generalizations,ybakedgood,bakedgood,674,anonymous-21f89443-53095f7a-e7b39764,2013-01-09T10:57:32-05:00
inna_zabova,generalizations,ymodel,model,683,anonymous-002923c3-0bba9636-aaab5ab1,2013-01-10T02:53:26-05:00
news_plaza_hotel,generalizations,ybuilding,building,676,anonymous-d70836d3-53095f7a-e7b39764,2013-01-10T09:43:06-05:00
tomato_puree,generalizations,yfood,food,677,anonymous-d70836d3-53095f7a-e7b39764,2013-01-10T09:43:28-05:00
bethel_college,generalizations,nsportsteam,sportsteam,178,anonymous-d70836d3-53095f7a-e7b39764,2013-01-10T09:44:12-05:00
impossible_speed,generalizations,yphysicsterm,physicsterm,676,anonymous-d70836d3-53095f7a-e7b39764,2013-01-10T09:44:59-05:00
thecatholic_church,generalizations,yreligion,religion,679,anonymous-d70836d3-53095f7a-e7b39764,2013-01-10T09:46:34-05:00
badly_drawn_boy_tickets,generalizations,nnongovorganization,nongovorganization,683,anonymous-f787110e-e05e31f9-5732a784,2013-01-10T10:31:06-05:00
badly_drawn_boy_tickets,generalizations,nnongovorganization,nongovorganization,683,anonymous-fbed448f-4976fa69-f679dfae,2013-01-10T11:24:13-05:00
flowers,generalizations,yagriculturalproduct,agriculturalproduct,557,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:08:44-05:00
risk,generalizations,yboardgame,boardgame,120,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:09:57-05:00
basil,generalizations,nvegetable,vegetable,679,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:16:20-05:00
basil,generalizations,yagriculturalproduct,agriculturalproduct,671,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:16:41-05:00
bread_recipe,generalizations,yrecipe,recipe,161,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:17:11-05:00
cyan,generalizations,ycolor,color,120,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:17:51-05:00
chianti,generalizations,ywine,wine,255,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:18:42-05:00
alexander_the_great,generalizations,ymonarch,monarch,120,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:19:28-05:00
danny_kaye,generalizations,yactor,actor,665,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:21:14-05:00
danny_kaye,generalizations,ycelebrity,celebrity,665,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:21:16-05:00
danny_kaye,generalizations,ycomedian,comedian,665,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:21:18-05:00
tom_mitchell,generalizations,ymlauthor,mlauthor,0,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:26:48-05:00
tom_mitchell,generalizations,ymale,male,0,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:26:49-05:00
tom_mitchell,generalizations,ypersonus,personus,140,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:26:51-05:00
alexander_armstrong,generalizations,yperson,person,578,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:29:20-05:00
neil_armstrong,generalizations,ymale,male,668,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:32:50-05:00
neil_armstrong,generalizations,yastronaut,astronaut,668,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:32:51-05:00
steven_armstrong,generalizations,ypersonaustralia,personaustralia,275,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:33:58-05:00
anthrocon,generalizations,yconvention,convention,120,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:39:20-05:00
otakon,generalizations,yconvention,convention,120,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:39:42-05:00
tekkoshocon,generalizations,yconvention,convention,134,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:41:37-05:00
